,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,5.080432796478272,0.06457538604736328,0.9372190628148002,0.94841523113249,relu,0.0001,"(32,)",0.032,"{'NN__alpha': 0.0001, 'NN__activation': 'relu', 'NN__hidden_layer_sizes': (32,), 'NN__learning_rate_init': 0.032}",1,0.9416291757596106,0.9463999985458652,0.9413513513513514,0.9481643107734232,0.9301689189189188,0.943115273659079,0.9514435098363672,0.9526988999376889,0.9214536805288154,0.9516976727463939,1.2871023385638196,0.017192788615707905,0.010356868637407453,0.003502510928065065
