,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,1.0766124248504638,0.02049121856689453,0.6738923303225389,0.6742933483768769,relu,3.1622776601683795,"(6, 6, 6)",0.128,"{'NN__hidden_layer_sizes': (6, 6, 6), 'NN__learning_rate_init': 0.128, 'NN__activation': 'relu', 'NN__alpha': 3.1622776601683795}",1,0.7421325744894544,0.7139494809397722,0.6966019417475728,0.6963891690833439,0.6201037830599264,0.6586601101164207,0.6088048208905257,0.6331300172319589,0.7019247146993698,0.6693379645128893,0.22675707133496695,0.027080557134667383,0.05117578995549171,0.02836973014052863
