,0,1,2,3,4,5,6,7,8,9
2,0.3759536560264099,0.3464573975611744,0.3677931748837842,0.5348740204375275,0.532967832926671,0.6039517986795664,0.582475937490156,0.4256459012046613,0.557604389567602,0.5365965696772954
3,0.5150798235546411,0.7363298783439335,0.6081030171167517,0.5042119668867722,0.6520560922255502,0.49931418968587193,0.5490744903892362,0.6347230330995949,0.5671370197179358,0.686340075012682
4,0.6162112935134026,0.6611155743189195,0.6603128263006197,0.6725312980412306,0.7402859741542921,0.5048366789352933,0.5435999652755764,0.5707801978477964,0.563055770178905,0.7069325380555266
5,0.6903653050325439,0.6240766178174114,0.6693652812398364,0.5848520272417947,0.7044372314845773,0.676202376584003,0.7986562008469164,0.673261705508417,0.6227648096830309,0.7597216406999214
6,0.6915052043707967,0.8044479924562886,0.7356079279219523,0.6816406885824577,0.7189040908165887,0.575760800689819,0.7374723976821579,0.6757211844562009,0.6509078061189393,0.7705542974178164
7,0.7039827072019301,0.7343538960351635,0.7335403614890924,0.7489239854113723,0.8211997655651617,0.7059605034227715,0.8133359086124119,0.6478252132893796,0.6692206424012216,0.8334104287833833
8,0.7566081557689447,0.7644093578656437,0.7916192368434682,0.6901691171099813,0.8393224147869829,0.7008061361241053,0.8079154454535216,0.711181056431789,0.731277069246064,0.8681451765274731
9,0.7472432621952375,0.7938221670524324,0.801285789366337,0.7799403760282125,0.7737855442639707,0.8101355527490807,0.8469100311467123,0.848988782263753,0.8790134102063007,0.8074865947630813
10,0.7966473090087783,0.8217969694744789,0.7558130505413618,0.7488778036050072,0.7895356586541377,0.8531170600392335,0.796398353769659,0.8321744535261467,0.7884111783373289,0.7963967096652149
15,0.8739991973613234,0.872250196526307,0.9119881888259136,0.841951566962918,0.8789633935979085,0.8398194290451818,0.8244292902928202,0.838980780718258,0.8259629295140891,0.8848630934114144
20,0.8804199080381252,0.9004985883717542,0.8967922099670952,0.8887091894368399,0.9028692569941241,0.8682902545465097,0.8900720761927798,0.8500563376419829,0.8875832083325678,0.8655353357609944
25,0.9100634747258791,0.9200046219719789,0.9093304557858165,0.9074018712256492,0.917001946744781,0.8361270086965314,0.9116689959437202,0.8428024094609028,0.9034311677954051,0.8909218125006668
30,0.9313553126150436,0.9439100574369378,0.8870017119379343,0.8723200636829873,0.9336917468506749,0.923671586488718,0.8918950298636543,0.8974933177441117,0.9078674482839846,0.9382141983500334
35,0.9438979726294124,0.9128064971538301,0.91237751649446,0.9436954765893911,0.9457747529657098,0.9437292041518216,0.9488611071787214,0.9255421797311305,0.948241359166471,0.9091048451814014
40,0.968485204471052,0.9721736286211244,0.9544135864565279,0.9469603211697775,0.9330489498348873,0.9120761235402899,0.94984088982083,0.9339224369855187,0.9220874247081161,0.9184422959177091
45,0.9193014906175733,0.9239034965060439,0.9584602009997565,0.9351465745008006,0.9269545108061791,0.935361617639155,0.9332958508827041,0.9438627641421756,0.9207297084754043,0.948233620502743
50,0.9346617843265047,0.953786171716323,0.9538108523042084,0.9301889312253444,0.9385528715986287,0.9243028953951333,0.9458953385964685,0.9326927800332029,0.9404815700498946,0.9613521430832421
55,0.9632632673950392,0.9447399661072995,0.9523931452932232,0.9545345571983409,0.9742293887269463,0.9622478896802322,0.9664854572585188,0.9428789295279801,0.9305348976802973,0.9632494133390532
60,0.9713788996381039,0.9600626472598522,0.9644584621362825,0.9356080122257326,0.9679498494759207,0.9699971895986831,0.96178838822533,0.9562892674061574,0.9604147637163066,0.9748337201279637
