,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,16.457290506362916,0.03745880126953125,0.25424409711273843,0.25796227383573267,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",285,0.2146291208791209,0.21061970338983052,0.30989010989010995,0.3155061576106897,0.2619625520110957,0.27473094923956165,0.21498786407766993,0.21828311918518417,0.2698162274618585,0.2706714397533973,7.558784328260271,0.009359637586318817,0.03610631740358307,0.038909546960186565
1,18.73812985420227,0.0514735221862793,0.36599968034895775,0.36521217100267206,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 3}",264,0.3553595740542643,0.3451747132273619,0.34247639496425897,0.34205816072244555,0.4382108183079057,0.43962545854226426,0.3446861997226075,0.34932120829270275,0.3494067923679574,0.34988131422858587,9.133342688328474,0.01680197123215965,0.03633415206096399,0.037316224712265256
2,16.499234533309938,0.0449275016784668,0.3925815490438153,0.39634176983672254,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 4}",252,0.37833074005640377,0.3887277843682121,0.3989697802197802,0.3973885127425706,0.397746185852982,0.40130828962542414,0.4010488904299584,0.40893138535760726,0.386875866851595,0.38535287708979854,5.536438916774467,0.00788452349666594,0.008666769477644129,0.00852043363924978
3,21.646359491348267,0.048984193801879884,0.5141787680072664,0.5146481806033774,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",226,0.5250066857920841,0.5141035652577634,0.5166148778406059,0.5133096965543235,0.545388349514563,0.5422901243481323,0.5410367545076283,0.5549367173488384,0.4427011095700416,0.4486007995078292,6.5480556596269315,0.005928584913181299,0.037177410148679944,0.03674666771853846
4,20.10349111557007,0.053652477264404294,0.5768945411284814,0.581061757892962,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 6}",207,0.6192879023631237,0.6166051876832802,0.5345780433159074,0.5417996603960383,0.5929438280166436,0.593789137495471,0.5617198335644936,0.569597174084226,0.5758235090152566,0.5835176298057945,6.531309886966454,0.013725727985907397,0.028592450920437166,0.024917069977922174
5,19.529347944259644,0.05573153495788574,0.6238657575166339,0.6214685054912967,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 7}",185,0.6303249294952835,0.6254620881388328,0.631899471887336,0.6314669945847066,0.6140603328710125,0.6097355698260898,0.6215412621359223,0.6254113255020399,0.6214285714285716,0.615266549404815,4.64601342996758,0.017248467791506798,0.0065400213310454125,0.007843345648043145
6,19.038637733459474,0.06417388916015625,0.6582840380222986,0.6600234018906919,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 8}",166,0.6562992317417097,0.650401533757705,0.6639049663928304,0.672864784319889,0.6633668515950071,0.6580905381465543,0.6733443134535367,0.6823944092375566,0.6344746879334259,0.6363657439917547,6.546288967225235,0.008129394180405916,0.013062121260194787,0.016256470455123403
7,20.96308560371399,0.06534252166748047,0.6737039100914528,0.6779966446747603,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 9}",146,0.6883418020033065,0.6764984178816196,0.6460978342046302,0.670327666989183,0.6909760748959779,0.6925734769030572,0.6630114424410541,0.6656536571238324,0.6801057558945909,0.6849300044761092,3.0466505314557417,0.00212581899640965,0.01692059674964183,0.009736146669959351
8,18.91877465248108,0.06977195739746093,0.6919810119152592,0.6983061251164842,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",135,0.6773078138675485,0.6637970749752312,0.6660967673103595,0.689550933655097,0.7204056865464632,0.7277170048122823,0.672997572815534,0.6789347998714852,0.7233182298109484,0.7315308122683254,5.824147620958381,0.01215443763654256,0.024629209755275314,0.026876219383473655
9,22.73474054336548,0.07609682083129883,0.7788451048978383,0.7816956647399991,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",103,0.7749939220071964,0.773745888215199,0.7618445268323909,0.7902506299052836,0.8021497919556172,0.7857675616988948,0.7819608183079056,0.775140417013327,0.7733596981169797,0.7835738268672912,6.3243706266068465,0.006279824668488936,0.01331354369665387,0.006316098263196871
10,26.96575036048889,0.08776869773864746,0.7890854627669106,0.7975941645977864,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",87,0.7938545414762229,0.7999914549067829,0.7596467246345886,0.7895003326888008,0.7944608183079057,0.7956081628548815,0.8000173370319001,0.7926204908444509,0.797534236733266,0.810250381694016,4.549771460697232,0.0029244834305180195,0.014902389408598782,0.007212746779290896
