,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,10.373066234588624,0.027788352966308594,0.9526029395291984,0.9607173693792103,relu,0.0001,"(32,)",0.032,"{'NN__hidden_layer_sizes': (32,), 'NN__activation': 'relu', 'NN__learning_rate_init': 0.032, 'NN__alpha': 0.0001}",1,0.9554987829444351,0.9635073036864201,0.9613851351351351,0.9581685746472445,0.9490033783783784,0.9644049449043539,0.9615464699393271,0.9704103682007614,0.9355222371967655,0.9470956554572718,2.8943133537385473,0.013158458434426396,0.009688579683215208,0.007840709376116497
