,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.4645220756530762,0.006973123550415039,0.1416017316017316,0.1460434322033898,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'ica__n_components': 2, 'NN__hidden_layer_sizes': (50, 50)}",239,0.225,0.240625,0.1816666666666667,0.18959216101694912,0.1,0.09999999999999998,0.10000000000000003,0.1,0.1,0.1,0.15097753804602526,0.0019891661678032306,0.052508462561573814,0.05865519191912368
1,0.6812125205993652,0.006343460083007813,0.1955778447742734,0.19960346045197738,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'ica__n_components': 3, 'NN__hidden_layer_sizes': (50, 50)}",183,0.1875,0.240625,0.10000000000000003,0.09999999999999998,0.10000000000000002,0.09999999999999998,0.34041666666666676,0.2904131355932204,0.2517857142857143,0.26697916666666666,0.34241729757902484,0.0016358210769599102,0.09235402888785667,0.08283761013222611
2,0.525202751159668,0.005614185333251953,0.17613636363636365,0.17722916666666666,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'ica__n_components': 4, 'NN__hidden_layer_sizes': (50, 50)}",190,0.225,0.25,0.10000000000000002,0.09999999999999998,0.1,0.09999999999999998,0.26250000000000007,0.2375,0.19375,0.19864583333333333,0.13880161155826226,0.0012750219971332359,0.06615319496184578,0.06529246436441023
3,0.5546482086181641,0.006175184249877929,0.22465909090909092,0.23367090395480225,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'ica__n_components': 5, 'NN__hidden_layer_sizes': (50, 50)}",128,0.32666666666666666,0.3454713983050848,0.1666666666666667,0.1762711864406779,0.21416666666666667,0.23834745762711862,0.21500000000000005,0.20993114406779662,0.2,0.19833333333333336,0.09556159578209532,0.001627654116144744,0.0541388218171118,0.05937721508935708
4,0.9045785427093506,0.004877662658691407,0.25114795918367344,0.2633389830508474,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'ica__n_components': 6, 'NN__hidden_layer_sizes': (50, 50)}",116,0.1375,0.140625,0.23125000000000004,0.24218749999999994,0.1875,0.22343749999999996,0.21875000000000003,0.2032574152542373,0.48839285714285713,0.5071874999999999,0.5639617159050748,0.0005515389836308446,0.12112409281066418,0.12662553394028456
5,0.4439880847930908,0.005632448196411133,0.1364853896103896,0.131875,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'ica__n_components': 7, 'NN__hidden_layer_sizes': (50, 50)}",243,0.11875,0.115625,0.10000000000000002,0.09999999999999998,0.1875,0.17031249999999998,0.17500000000000004,0.1734375,0.1,0.1,0.057751788323675037,0.0007301188248808866,0.03759100685372468,0.03316919221958834
6,1.8548352718353271,0.005091238021850586,0.5683561379097093,0.5901218220338983,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'ica__n_components': 8, 'NN__hidden_layer_sizes': (50, 50)}",17,0.7220833333333332,0.8092425847457627,0.2054166666666667,0.19698093220338983,0.5370833333333334,0.5871292372881355,0.6408333333333335,0.6181938559322034,0.7419642857142855,0.7390625,1.0662029200101208,0.0001474685810054962,0.19595624658958702,0.21239302630350335
7,0.9878471374511719,0.0073050975799560545,0.33866148732220164,0.35480826271186444,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'ica__n_components': 9, 'NN__hidden_layer_sizes': (50, 50)}",98,0.7208333333333333,0.7807997881355934,0.42041666666666677,0.398093220338983,0.19833333333333333,0.26983580508474575,0.10000000000000003,0.1,0.25089285714285714,0.22531250000000003,0.7747473230335645,0.0034822537544126,0.21834986618721122,0.2333491329109133
8,1.1475975513458252,0.006698465347290039,0.31204777365491654,0.3054374999999999,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'ica__n_components': 10, 'NN__hidden_layer_sizes': (50, 50)}",102,0.1,0.1,0.18125000000000002,0.16249999999999998,0.19375,0.18593749999999998,0.25000000000000006,0.2671875,0.8526785714285714,0.8115624999999999,0.8924887853940671,0.0014896359058981718,0.2702315571705176,0.2586663965177927
9,1.0019731044769287,0.005556344985961914,0.1,0.09999999999999998,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'ica__n_components': 15, 'NN__hidden_layer_sizes': (50, 50)}",333,0.1,0.1,0.10000000000000002,0.09999999999999998,0.1,0.09999999999999998,0.10000000000000002,0.1,0.1,0.1,0.16914098323368243,0.001079590128486149,8.805534584537506e-18,2.1499376424746292e-17
10,1.7177197456359863,0.005418729782104492,0.3729278756957328,0.3973478107344633,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'ica__n_components': 20, 'NN__hidden_layer_sizes': (50, 50)}",85,0.32916666666666666,0.38826800847457626,0.15500000000000003,0.18215042372881354,0.42374999999999996,0.4718485169491525,0.7658333333333334,0.7730137711864408,0.18482142857142858,0.17145833333333338,0.8241542149445041,0.0009535114316121843,0.22007734670897994,0.22094962468965082
11,1.72681622505188,0.0051556587219238285,0.3729278756957328,0.3973478107344633,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'ica__n_components': 25, 'NN__hidden_layer_sizes': (50, 50)}",85,0.32916666666666666,0.38826800847457626,0.15500000000000003,0.18215042372881354,0.42374999999999996,0.4718485169491525,0.7658333333333334,0.7730137711864408,0.18482142857142858,0.17145833333333338,0.6041821229354714,0.0005589728056429335,0.22007734670897994,0.22094962468965082
