,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,1.5492584705352783,0.1815788745880127,0.5,0.5,relu,3.1622776601683795,"(6, 6, 6)",0.128,"{'NN__learning_rate_init': 0.128, 'NN__activation': 'relu', 'NN__alpha': 3.1622776601683795, 'NN__hidden_layer_sizes': (6, 6, 6)}",1,0.4999999999999999,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5000000000000001,0.5,0.2420655007872286,0.010136405988374134,7.017673193193671e-17,0.0
