,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,23.195170736312868,0.6131256103515625,0.5495360163963016,0.5480371834950007,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'filter__n': 2, 'NN__hidden_layer_sizes': (50, 50)}",365,0.5,0.5,0.5667894208235689,0.5914974992644895,0.6446267157683295,0.6300960366494348,0.5234348844994978,0.514282036733493,0.5126894907170841,0.5043103448275862,6.930730327900663,0.08595775309541953,0.05260801117863615,0.0528799995814562
1,21.944717597961425,0.7382286071777344,0.53042559081853,0.5323309195547228,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'filter__n': 3, 'NN__hidden_layer_sizes': (50, 50)}",373,0.5,0.5,0.5358218948778039,0.5226773630899844,0.5,0.5,0.5,0.5,0.6166326009197755,0.6389772346836291,4.192447123708616,0.21428756496092533,0.04520510761177022,0.05404163720827442
2,25.36917600631714,0.8655828952789306,0.6413773960334909,0.6393913488029658,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'filter__n': 4, 'NN__hidden_layer_sizes': (50, 50)}",198,0.6801975225979243,0.6471493716639348,0.6225309675259458,0.6356386332114488,0.5764981586876466,0.5902024755180095,0.6443756277201206,0.6322605388139367,0.6834440470107309,0.6917057248074993,2.84123689217302,0.47272606859440247,0.03962156352016915,0.03250063825806798
3,25.50929112434387,0.6317315578460694,0.5984590813458127,0.6057123617928775,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'filter__n': 5, 'NN__hidden_layer_sizes': (50, 50)}",323,0.6567626380984265,0.6148630899844493,0.5333947104117844,0.5533245072080023,0.6678105122196185,0.6842900222754593,0.5999330431871444,0.6045659437649729,0.5341509112587296,0.5715182457315032,2.8147728902237237,0.10091438271703018,0.057579344728536055,0.04510703649957819
4,26.38238172531128,0.46175589561462405,0.6507338398292097,0.6575910837293495,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'filter__n': 6, 'NN__hidden_layer_sizes': (50, 50)}",108,0.671576832942752,0.6592669062329256,0.6583528624037497,0.652085172109444,0.6602778707733511,0.6453289833144201,0.6729159691998662,0.6918158702139284,0.5903168114460912,0.6394584867760296,0.9056852083384189,0.2030494979233012,0.030710188546398676,0.018349984373846634
5,21.116630935668944,0.7966785430908203,0.5995993467491604,0.5999740578582227,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'filter__n': 7, 'NN__hidden_layer_sizes': (50, 50)}",316,0.6801975225979243,0.6210939141764384,0.6349179779042518,0.6619567730004624,0.5,0.5,0.5148141948443253,0.5278758458370109,0.6683273718276277,0.6889437562772013,5.615576878852702,0.26540515479286303,0.07691564456591313,0.07402226282053932
6,31.922634029388426,0.7072561740875244,0.6627122834456454,0.6822686185592112,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'filter__n': 8, 'NN__hidden_layer_sizes': (50, 50)}",99,0.678021426180114,0.7038519732694489,0.6448778038165384,0.6570209725549531,0.6640441914964849,0.6562329256504014,0.6923334449280215,0.7112149581809777,0.6341764605688982,0.6830222631402747,4.284614969438914,0.2688313487858882,0.021187424808492842,0.02288930183382332
7,33.690133810043335,0.8838279724121094,0.6398432685312452,0.6567953556319811,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'filter__n': 9, 'NN__hidden_layer_sizes': (50, 50)}",202,0.6939236692333445,0.7077554322699954,0.710077000334784,0.734073572059009,0.640609306996987,0.6348505863068971,0.5616839638433211,0.5492581851805152,0.5927439959121107,0.6580390023434884,9.72934813717219,0.3026004426544605,0.05690190456431323,0.06421248279217474
8,32.775817251205446,1.3726251602172852,0.6435695830863688,0.6661868276238883,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'filter__n': 10, 'NN__hidden_layer_sizes': (50, 50)}",193,0.6791094743890191,0.6938175093514899,0.6408603950451959,0.653824128945488,0.6998660863742886,0.6997856512419619,0.6333277535989287,0.6777150842684824,0.5643842616249364,0.6057917643120189,8.186629336785188,0.6975528533065615,0.046474423508177105,0.03413396025535772
9,30.00852575302124,1.4987437725067139,0.6287714577257293,0.6505473936843204,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'filter__n': 15, 'NN__hidden_layer_sizes': (50, 50)}",229,0.7012052226314028,0.7212678098600429,0.5533143622363575,0.6031894885050225,0.6516571811181788,0.6176343882654562,0.6691496484767325,0.6801422687345018,0.568301822517459,0.6305030130565785,10.628431342128579,0.41753693860024643,0.05787917360047289,0.043829323966327806
10,29.695852184295653,0.9044934272766113,0.6287714577257293,0.6505473936843204,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'filter__n': 20, 'NN__hidden_layer_sizes': (50, 50)}",229,0.7012052226314028,0.7212678098600429,0.5533143622363575,0.6031894885050225,0.6516571811181788,0.6176343882654562,0.6691496484767325,0.6801422687345018,0.568301822517459,0.6305030130565785,9.624021695828423,0.388988353178604,0.05787917360047289,0.043829323966327806
