,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,2.0271047592163085,0.056043243408203124,0.6613345995043243,0.6580021353049715,0.1,"(50, 50)",2,"{'gmm__n_components': 2, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",1,0.6953742640874684,0.6476395358868186,0.5000000000000001,0.5000000000000001,0.6798611111111111,0.7161456661745513,0.7111111111111109,0.7414307721933372,0.7208333333333333,0.68479470227015,0.0881347485189245,0.005338876525311174,0.08196718469215837,0.08500694972441691
1,2.149137544631958,0.05094189643859863,0.5,0.5,0.1,"(50, 50)",3,"{'gmm__n_components': 3, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",125,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5,0.49999999999999994,0.5,0.49999999999999994,0.5,0.26103587594985933,0.004813803957201432,8.244574950155458e-17,7.021666937153402e-17
2,1.9105237483978272,0.046961402893066405,0.5321511653865745,0.5372045376121464,0.1,"(50, 50)",4,"{'gmm__n_components': 4, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",43,0.6595458368376788,0.6860226880607316,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5,0.49999999999999994,0.5,0.49999999999999994,0.5,0.13237611057845766,0.005463157969009742,0.06399911836262101,0.07440907522429263
3,2.302313709259033,0.04936971664428711,0.5,0.5,0.1,"(50, 50)",5,"{'gmm__n_components': 5, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",125,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5,0.49999999999999994,0.5,0.49999999999999994,0.5,0.07973033358081476,0.00858614826803834,8.244574950155458e-17,7.021666937153402e-17
4,2.0261790275573732,0.04738707542419433,0.5064990369567834,0.5086340413921857,0.1,"(50, 50)",6,"{'gmm__n_components': 6, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",88,0.5000000000000001,0.5000000000000001,0.4930555555555557,0.4935735276704308,0.49999999999999994,0.5,0.5395833333333332,0.5495966792904979,0.49999999999999994,0.5,0.19409640295784278,0.007742391752394039,0.016726565823130785,0.020631998397815664
5,2.263379383087158,0.05679450035095215,0.5,0.5,0.1,"(50, 50)",7,"{'gmm__n_components': 7, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",125,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5,0.49999999999999994,0.5,0.49999999999999994,0.5,0.09299791365663113,0.010396770583825635,8.244574950155458e-17,7.021666937153402e-17
6,2.70660400390625,0.06431026458740234,0.5751668259504914,0.5724982879618301,0.1,"(50, 50)",8,"{'gmm__n_components': 8, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",20,0.5000000000000001,0.5000000000000001,0.6919884823848239,0.7149477378171524,0.49999999999999994,0.5,0.6840277777777777,0.6475437019919978,0.49999999999999994,0.5,0.15706212585322935,0.008347982715862705,0.0921361345191874,0.09131447333608465
7,2.485060214996338,0.06087756156921387,0.5,0.5,0.1,"(50, 50)",9,"{'gmm__n_components': 9, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",125,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5,0.49999999999999994,0.5,0.49999999999999994,0.5,0.11678722239067263,0.00801566200687805,8.244574950155458e-17,7.021666937153402e-17
8,2.479906129837036,0.06090283393859863,0.4972258543895261,0.4986539037593342,0.1,"(50, 50)",10,"{'gmm__n_components': 10, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",289,0.4931034482758621,0.4930555555555556,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5,0.49999999999999994,0.5,0.4930555555555555,0.5002139632411152,0.08435467382206285,0.008614702301331177,0.0033915271326453345,0.0028004004522514375
9,2.74747838973999,0.052780675888061526,0.5,0.5,0.1,"(50, 50)",15,"{'gmm__n_components': 15, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",125,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5,0.49999999999999994,0.5,0.49999999999999994,0.5,0.15812155504242634,0.01546578235520006,8.244574950155458e-17,7.021666937153402e-17
10,3.130978012084961,0.05571656227111817,0.5058116752385815,0.5158024802658779,0.1,"(50, 50)",20,"{'gmm__n_components': 20, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",92,0.4965517241379311,0.508950138026225,0.5000000000000001,0.5000000000000001,0.5090277777777777,0.4904679376083189,0.5020833333333332,0.5486231465434238,0.5215277777777777,0.5309711791514219,0.255544417607884,0.00709648510528293,0.00883859576251892,0.021193383822187557
11,4.015942573547363,0.06133222579956055,0.5,0.49965277777777783,0.1,"(50, 50)",25,"{'gmm__n_components': 25, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",125,0.5000000000000001,0.498263888888889,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5,0.49999999999999994,0.5,0.49999999999999994,0.5,0.40473970947723537,0.009810147666070197,8.244574950155458e-17,0.0006944444444444086
