,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.7954897403717041,0.015578126907348633,0.6983507613368476,0.6941924566338694,relu,3.1622776601683795,"(6, 6, 6)",0.128,"{'NN__alpha': 3.1622776601683795, 'NN__hidden_layer_sizes': (6, 6, 6), 'NN__activation': 'relu', 'NN__learning_rate_init': 0.128}",1,0.7178607298292601,0.6949128945488168,0.6990291262135923,0.6756950573698146,0.6971041178439905,0.7374779346866727,0.6632072313357884,0.6630521581977893,0.714614205416454,0.6998242383662538,0.24748976702605105,0.01850659790213684,0.01940435434308092,0.025368250127875254
