,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
146,1.1328170776367188,0.003980255126953125,0.6143073694516371,0.6259533918263414,0.001,"(25, 25)",5,"{'NN__alpha': 0.001, 'pca__n_components': 5, 'NN__hidden_layer_sizes': (25, 25)}",144,0.6395212587880817,0.6404115706300172,0.5888851690659525,0.5563584877905265,0.6257951121526616,0.6452475518009498,0.598844994978239,0.6498392384314714,0.6185062169988079,0.6379101104787412,0.14096315896667486,0.003437134177743738,0.01828612525254787,0.03503783954576985
147,1.4099721908569336,0.01270761489868164,0.6367905820566706,0.6392429604766398,0.001,"(25, 25)",6,"{'NN__alpha': 0.001, 'pca__n_components': 6, 'NN__hidden_layer_sizes': (25, 25)}",107,0.6567626380984266,0.6419692766780146,0.6596919986608638,0.6984906274954819,0.6182624707063945,0.6097644265119992,0.5616839638433211,0.5564399193039969,0.687744847555783,0.6895505523937061,0.26870576096581794,0.009465701838628757,0.043592094402022594,0.052485998597421
148,1.3048580646514893,0.007260465621948242,0.5987588988369996,0.6215490067348118,0.001,"(25, 25)",7,"{'NN__alpha': 0.001, 'pca__n_components': 7, 'NN__hidden_layer_sizes': (25, 25)}",153,0.636006026113157,0.6675808010759466,0.7224640107130902,0.6991788551254571,0.5086206896551725,0.5186110410624972,0.5309675259457649,0.5647538141470181,0.595724748765117,0.6576205222631403,0.1853914456874939,0.005978556516326954,0.07673636190294895,0.0682178750208019
149,1.5258006572723388,0.01598987579345703,0.6686350932560621,0.6838956002707258,0.001,"(25, 25)",8,"{'NN__alpha': 0.001, 'pca__n_components': 8, 'NN__hidden_layer_sizes': (25, 25)}",35,0.6594409106126549,0.693636258563443,0.6979410780046871,0.7162321901399571,0.652996317375293,0.6609244315554994,0.6888182122530968,0.6795354726179968,0.643885198432976,0.6691496484767325,0.4255028252854489,0.011759366049115372,0.021010532938025125,0.019517499163307854
150,1.3474019527435304,0.004096078872680664,0.5512721674213681,0.5776695224761847,0.001,"(25, 25)",9,"{'NN__alpha': 0.001, 'pca__n_components': 9, 'NN__hidden_layer_sizes': (25, 25)}",205,0.5654502845664545,0.5638843357289959,0.4951456310679611,0.5213823393435044,0.5015902243053231,0.5359086706174084,0.6370940743220623,0.6872425713445132,0.5571027082268781,0.5799296953465016,0.3699442137226957,0.0036413986661373876,0.05143693325233558,0.05850403153004454
151,0.9339340209960938,0.005788564682006836,0.5550846972334051,0.5727460590408364,0.001,"(25, 25)",10,"{'NN__alpha': 0.001, 'pca__n_components': 10, 'NN__hidden_layer_sizes': (25, 25)}",201,0.5468697689989956,0.5770525995040557,0.5,0.5,0.5344827586206897,0.525974025974026,0.6271342484097757,0.637377590047493,0.5669817748254132,0.6233260796786073,0.25293152410551606,0.0063118307502895085,0.04210726047072036,0.05335490935596976
152,1.1188762187957764,0.007296895980834961,0.6384810015687602,0.6671815239776404,0.001,"(25, 25)",11,"{'NN__alpha': 0.001, 'pca__n_components': 11, 'NN__hidden_layer_sizes': (25, 25)}",99,0.6950117174422499,0.6785845626865044,0.6446267157683295,0.6713030092884462,0.6012721794442586,0.6624821376034968,0.6109809173083361,0.6056981044845122,0.6405212059274402,0.7178398058252429,0.213934182648596,0.005869291991045642,0.03280995889046444,0.03609867742058046
153,1.3408523082733155,0.0011803150177001954,0.6249533406093195,0.6532873693653741,0.001,"(25, 25)",12,"{'NN__alpha': 0.001, 'pca__n_components': 12, 'NN__hidden_layer_sizes': (25, 25)}",118,0.6397723468362907,0.6635144790484596,0.7003682624707064,0.6845527045769765,0.5,0.5219891354600092,0.6815366588550386,0.6945057369814651,0.6030063021631753,0.7018747907599598,0.8877071866045022,3.468170101819148e-05,0.0710224998132602,0.06690445804539769
154,45.54124999046326,0.19895100593566895,0.6206465942996422,0.6227811497731149,0.001,"(100, 25, 100)",2,"{'NN__alpha': 0.001, 'pca__n_components': 2, 'NN__hidden_layer_sizes': (100, 25, 100)}",123,0.5,0.5,0.6868932038834951,0.7099015466733914,0.5,0.5,0.7394543019752261,0.6992418988778213,0.6770993016521889,0.7047623033143623,12.599326370293918,0.02458101275490089,0.10082502571079825,0.10030706926720998
155,36.63261079788208,0.17542634010314942,0.5554651315448269,0.5605701184208047,0.001,"(100, 25, 100)",3,"{'NN__alpha': 0.001, 'pca__n_components': 3, 'NN__hidden_layer_sizes': (100, 25, 100)}",197,0.5086206896551725,0.5129870129870129,0.5,0.5021645021645021,0.5517241379310345,0.551766801160005,0.5,0.512987012987013,0.7175949582694604,0.7229452628054905,9.418324562617338,0.07555804872707762,0.0831551116292511,0.08292491273973947
156,55.460643434524535,0.13343982696533202,0.6605142786496608,0.6640640104232337,0.001,"(100, 25, 100)",4,"{'NN__alpha': 0.001, 'pca__n_components': 4, 'NN__hidden_layer_sizes': (100, 25, 100)}",51,0.6890693003013058,0.6880122304879587,0.685554067626381,0.7002111965704199,0.6134081017743556,0.6069931282309924,0.6443756277201206,0.6624821376034968,0.6702009879066602,0.662621359223301,10.551372619776743,0.06457465431840073,0.028349071808203424,0.03206806969223748
157,50.36294469833374,0.20413622856140137,0.6485115487944936,0.6669284431671442,0.001,"(100, 25, 100)",5,"{'NN__alpha': 0.001, 'pca__n_components': 5, 'NN__hidden_layer_sizes': (100, 25, 100)}",84,0.6890693003013058,0.6972770352624722,0.6844660194174758,0.7189036691463877,0.6764312018747908,0.6862732736519145,0.5875460328088383,0.6000740764090278,0.6048799182422078,0.6321141613659189,12.553004959968208,0.03768001674319856,0.04321466962135269,0.0439959638971813
158,38.833115339279175,0.19001002311706544,0.5956105557968076,0.6042048914705427,0.001,"(100, 25, 100)",6,"{'NN__alpha': 0.001, 'pca__n_components': 6, 'NN__hidden_layer_sizes': (100, 25, 100)}",166,0.6914964847673252,0.7162321901399571,0.6160863742885838,0.6031894885050225,0.5,0.5,0.5,0.5,0.670754556293647,0.7016027787077336,8.928501539276075,0.018843525836480295,0.08191065082746404,0.09354658084761011
159,54.67595729827881,0.17149462699890136,0.6371458785079528,0.6719979398461152,0.001,"(100, 25, 100)",7,"{'NN__alpha': 0.001, 'pca__n_components': 7, 'NN__hidden_layer_sizes': (100, 25, 100)}",104,0.6842149313692669,0.6987349220358929,0.6893203883495145,0.7332855251544571,0.6605289588215602,0.7190849199344345,0.5,0.5,0.6517203202180211,0.7088843321057918,17.329949325168297,0.040145747079785826,0.0700337403048602,0.08675495982204608
160,58.944989919662476,0.14292550086975098,0.6834997007480299,0.7109149206445825,0.001,"(100, 25, 100)",8,"{'NN__alpha': 0.001, 'pca__n_components': 8, 'NN__hidden_layer_sizes': (100, 25, 100)}",17,0.6683126883160362,0.7086879544403817,0.6906595246066287,0.7330228428529401,0.6605289588215602,0.7020315849199344,0.720873786407767,0.7008179926869247,0.6770993016521889,0.7100142283227319,3.7175553781686683,0.05255154859390905,0.021208014226649335,0.011622327282287511
161,68.17529058456421,0.10786228179931641,0.6674991360551296,0.6983880727017653,0.001,"(100, 25, 100)",9,"{'NN__alpha': 0.001, 'pca__n_components': 9, 'NN__hidden_layer_sizes': (100, 25, 100)}",37,0.7235520589219954,0.699178855125457,0.6941747572815533,0.7363195057369815,0.659189822564446,0.7245460849829781,0.5937395379979913,0.6090761988820241,0.6668369954011244,0.722819718781386,11.427990934726228,0.039528611211409354,0.04329105593060621,0.046254030507197966
162,51.809082698822024,0.23625602722167968,0.6752371629806244,0.7151907725685763,0.001,"(100, 25, 100)",10,"{'NN__alpha': 0.001, 'pca__n_components': 10, 'NN__hidden_layer_sizes': (100, 25, 100)}",30,0.7100770003347842,0.7086065229269113,0.691747572815534,0.7395163493464465,0.6877301640441915,0.7214122851258774,0.6357549380649481,0.654430925061993,0.6507835121785047,0.7519877803816539,17.61154931838803,0.026369751369605468,0.027567820906351934,0.033821803915342646
163,59.13188486099243,0.23503665924072265,0.6844162001217421,0.7159620802699143,0.001,"(100, 25, 100)",11,"{'NN__alpha': 0.001, 'pca__n_components': 11, 'NN__hidden_layer_sizes': (100, 25, 100)}",16,0.6853029795781721,0.6978023998655067,0.6904084365584198,0.745584310511495,0.6877301640441915,0.7228885596604043,0.6616170070304654,0.648888328499979,0.6970703457673312,0.7646468028121862,19.49473896722067,0.042589459196025053,0.012062759813102503,0.04030959443888073
164,49.502704763412474,0.18050179481506348,0.669661970556823,0.6930556219809652,0.001,"(100, 25, 100)",12,"{'NN__alpha': 0.001, 'pca__n_components': 12, 'NN__hidden_layer_sizes': (100, 25, 100)}",34,0.6209407432206228,0.6270804438280166,0.7038834951456311,0.7344176858739965,0.6850518915299632,0.716838986256462,0.6740040174087714,0.6653348673979742,0.664409810935105,0.7216061265483763,1.2999877695106812,0.07786195089322866,0.027680161517063668,0.04052842070392001
165,21.050016784667967,0.09715089797973633,0.6065262905592155,0.6068152832548547,0.0001,"(50, 50)",2,"{'NN__alpha': 0.0001, 'pca__n_components': 2, 'NN__hidden_layer_sizes': (50, 50)}",149,0.6147472380314698,0.5936620014289918,0.5692166052895882,0.5718541167570295,0.6581017743555407,0.6692199386374144,0.6061265483762973,0.6243905770604798,0.5843553057400787,0.5749497823903582,4.761025750207991,0.024956865940236033,0.030374239799954152,0.03637013636706504
166,19.435838508605958,0.09107346534729004,0.5491668090154633,0.5285115370066826,0.0001,"(50, 50)",3,"{'NN__alpha': 0.0001, 'pca__n_components': 3, 'NN__hidden_layer_sizes': (50, 50)}",213,0.6368429862738534,0.5586858529819694,0.6026113157013726,0.5805935569285083,0.5061935051891531,0.4997373176984828,0.5,0.5035409574244525,0.5000000000000002,0.5,1.6448505940540856,0.024417126839708356,0.05870055841865786,0.034314485068746695
