,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,5.50498595237732,0.040594482421875,0.8507697483563501,0.8544675947811722,relu,0.0001,"(32,)",0.032,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (32,), 'NN__activation': 'relu', 'NN__learning_rate_init': 0.032}",1,0.8655933145878798,0.862257670796544,0.8492229729729731,0.8580201518880725,0.8503716216216217,0.8464264787743615,0.8500141340319911,0.8509366674664306,0.8385789693235784,0.854697004980453,2.509281054706924,0.016011474486098867,0.008619399647427181,0.0054860836614030704
