,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,2.2333281517028807,0.06049470901489258,0.5,0.5,0.1,"(50, 50)",2,"{'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1, 'gmm__n_components': 2}",105,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.5,0.5,0.5,0.49999999999999994,0.5,0.21620458760474706,0.009338069121796896,7.462380796103385e-17,7.021666937153402e-17
1,2.717102813720703,0.05668296813964844,0.5,0.5,0.1,"(50, 50)",3,"{'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1, 'gmm__n_components': 3}",105,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.5,0.5,0.5,0.49999999999999994,0.5,0.24612161273955088,0.0027649659851060517,7.462380796103385e-17,7.021666937153402e-17
2,3.3122262954711914,0.051097440719604495,0.5225626081866976,0.5252965731112396,0.1,"(50, 50)",4,"{'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1, 'gmm__n_components': 4}",46,0.4965517241379311,0.49913194444444453,0.5000000000000001,0.5000000000000001,0.5590277777777778,0.5371440186575946,0.5340277777777778,0.5539294349230802,0.523611111111111,0.5362774675310782,0.35457926386895405,0.005942820546945102,0.023019021878998076,0.021933021625909235
3,3.334729814529419,0.056200695037841794,0.5,0.5,0.1,"(50, 50)",5,"{'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1, 'gmm__n_components': 5}",105,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.5,0.5,0.5,0.49999999999999994,0.5,0.28848317897682935,0.010854087138931804,7.462380796103385e-17,7.021666937153402e-17
4,3.6395970821380614,0.04838156700134277,0.5332249909714699,0.5297558679418877,0.1,"(50, 50)",6,"{'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1, 'gmm__n_components': 6}",20,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.5,0.6666666666666667,0.648779339709438,0.49999999999999994,0.5,0.4834359811855727,0.0075257870196904515,0.06658527217178528,0.05951173588377519
5,3.8763659954071046,0.053187894821166995,0.5,0.5,0.1,"(50, 50)",7,"{'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1, 'gmm__n_components': 7}",105,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.5,0.5,0.5,0.49999999999999994,0.5,0.6507952771838654,0.0044293776469612614,7.462380796103385e-17,7.021666937153402e-17
6,4.245351266860962,0.058601760864257814,0.5,0.5,0.1,"(50, 50)",8,"{'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1, 'gmm__n_components': 8}",105,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.5,0.5,0.5,0.49999999999999994,0.5,1.146406990757018,0.014687873782655155,7.462380796103385e-17,7.021666937153402e-17
7,5.01770920753479,0.05829124450683594,0.5,0.5,0.1,"(50, 50)",9,"{'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1, 'gmm__n_components': 9}",105,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.5,0.5,0.5,0.49999999999999994,0.5,0.48426703967721335,0.008432904953845105,7.462380796103385e-17,7.021666937153402e-17
8,5.460875940322876,0.07182679176330567,0.5,0.5,0.1,"(50, 50)",10,"{'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1, 'gmm__n_components': 10}",105,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.5,0.5,0.5,0.49999999999999994,0.5,0.7224745254760885,0.005148452321134447,7.462380796103385e-17,7.021666937153402e-17
9,6.71417555809021,0.06890215873718261,0.5060912483447695,0.5150095213642297,0.1,"(50, 50)",15,"{'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1, 'gmm__n_components': 15}",88,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.5,0.5125000000000001,0.539743672037144,0.5180555555555555,0.5353039347840042,0.47985496056270144,0.005623069117935884,0.007683346943611298,0.018436369600943386
10,8.637089443206786,0.07493524551391602,0.5,0.5,0.1,"(50, 50)",20,"{'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1, 'gmm__n_components': 20}",105,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.5,0.5,0.5,0.49999999999999994,0.5,1.343177380853296,0.007708591866993268,7.462380796103385e-17,7.021666937153402e-17
11,11.541597032546997,0.08730130195617676,0.5,0.5,0.1,"(50, 50)",25,"{'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1, 'gmm__n_components': 25}",105,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.5,0.5,0.5,0.49999999999999994,0.5,3.5762132023340496,0.00359574687116793,7.462380796103385e-17,7.021666937153402e-17
